date,mean_temp,max_temp,min_temp,dew_point,avg_humidity,max_humidity,min_humidity,precipitation,sea_level_pressure,wind_speed,max_wind_speed,visibility
2015-06-25,15,23,7,10,71,100,40,0.0,1022.58,3,11,9.8
2015-06-26,18,25,11,12,70,100,39,0.0,1020.46,3,15,10.0
2015-06-27,18,24,13,14,84,100,53,0.0,1018.50,2,26,9.8
2015-06-28,20,25,14,14,76,100,44,0.0,1018.69,4,17,8.1
2015-06-29,18,24,12,13,72,100,47,0.0,1021.94,3,11,10.0
2015-06-03,22,30,13,15,70,100,40,0.0,1021.75,3,13,10.0
2015-06-30,20,27,14,15,74,100,42,0.0,1021.75,6,18,10.0
2015-06-04,24,30,17,17,69,94,37,0.0,1023.17,4,15,10.0
2015-06-05,22,28,15,15,67,94,42,0.0,1023.44,5,11,10.0
2015-06-06,23,30,16,15,65,94,30,0.0,1022.79,3,11,10.0
2015-06-07,22,29,15,15,62,94,37,0.0,1023.06,7,24,10.0
2015-06-08,21,28,14,12,56,88,32,0.0,1019.17,7,20,10.0
2015-06-09,20,28,12,13,67,100,36,0.0,1016.87,6,32,9.6
2015-07-01,22,29,14,16,72,100,45,0.0,1021.81,3,13,10.0
2015-07-10,18,24,12,12,69,100,41,0.0,1020.83,3,9,10.0
2015-07-11,20,29,12,13,67,100,32,0.0,1018.31,3,15,10.0
2015-07-12,23,31,15,15,64,94,29,0.0,1016.69,5,15,10.0
2015-07-13,21,25,17,16,81,100,54,0.0,1016.37,5,18,10.0
2015-07-14,22,29,16,17,75,100,42,0.0,1017.54,2,7,9.0
2015-07-15,24,31,16,17,71,100,38,0.0,1018.38,4,26,10.0
2015-07-16,24,31,16,19,74,100,49,0.0,1019.33,3,9,10.0
2015-07-17,26,34,18,18,64,94,32,0.0,1018.08,5,17,10.0
2015-07-18,26,33,19,18,63,94,38,0.0,1017.81,4,13,10.0
2015-07-19,26,34,19,19,64,94,30,0.0,1014.19,4,18,10.0
2015-07-02,23,31,15,17,71,100,40,0.0,1023.00,3,13,10.0
2015-07-20,26,32,19,18,68,94,38,0.0,1014.30,5,18,10.0
2015-07-21,26,34,19,19,66,94,38,0.0,1016.40,6,18,10.0
2015-07-22,26,34,18,19,65,100,34,0.0,1015.21,4,11,10.0
2015-07-23,26,34,18,18,67,100,36,0.0,1012.60,4,22,10.0
2015-07-24,24,30,19,18,69,94,45,0.0,1012.65,5,17,10.0
2015-07-25,22,26,17,19,84,100,65,0.0,1009.56,6,20,9.8
2015-07-26,18,19,16,15,86,100,64,0.0,1014.75,9,28,9.9
2015-07-27,18,20,15,16,91,100,83,0.0,1009.38,2,15,9.9
2015-07-28,18,20,16,16,91,100,78,0.0,1011.23,2,7,9.9
2015-07-29,18,19,16,16,91,100,78,0.0,1011.25,3,15,9.8
2015-07-03,24,30,18,18,70,94,45,0.0,1025.56,5,15,10.0
2015-07-30,14,16,13,14,92,100,82,0.0,1014.77,5,18,9.5
2015-07-31,18,23,12,12,77,100,41,0.0,1017.54,5,18,9.6
2015-07-04,24,30,19,19,71,94,48,0.0,1024.17,3,11,10.0
2015-07-05,24,31,17,19,70,100,43,0.0,1020.33,3,11,10.0
2015-07-06,26,34,18,20,72,100,38,0.0,1018.58,3,17,10.0
2015-07-07,28,35,20,20,67,100,36,0.0,1016.77,3,15,10.0
2015-07-08,26,32,19,19,70,100,45,0.0,1010.35,4,26,10.0
2015-07-09,19,23,14,14,78,100,50,0.0,1016.73,6,15,10.0
2015-08-01,16,24,9,12,74,100,46,0.0,1017.48,5,15,10.0
2015-08-10,22,31,14,13,59,94,27,0.0,1015.91,6,18,10.0
2015-08-11,23,32,14,14,64,94,24,0.0,1015.41,5,20,10.0
2015-08-12,23,32,14,14,64,94,29,0.0,1018.06,5,13,10.0
2015-08-13,24,33,14,15,61,94,28,0.0,1016.73,5,11,10.0
2015-08-14,24,32,16,16,67,94,36,0.0,1012.10,2,20,10.0
2015-08-15,24,30,18,17,72,94,43,0.0,1009.81,4,15,10.0
2015-08-16,22,26,18,17,82,100,47,0.0,1008.75,6,18,10.0
2015-08-17,18,20,17,17,92,100,83,0.0,1008.58,3,11,9.4
2015-08-18,20,24,15,16,86,100,53,0.0,1013.08,3,17,9.4
2015-08-19,17,20,14,15,92,100,68,0.0,1015.65,3,13,9.5
2015-08-02,21,25,17,17,85,100,61,0.0,1017.65,4,20,7.8
2015-08-20,18,22,15,15,83,100,60,0.0,1019.56,4,17,8.4
2015-08-21,17,20,14,14,82,100,56,0.0,1023.15,2,9,10.0
2015-08-22,16,23,10,11,72,100,38,0.0,1019.92,3,15,10.0
2015-08-23,16,23,9,12,77,100,47,0.0,1016.15,3,11,10.0
2015-08-24,17,21,13,15,87,100,60,0.0,1015.15,2,9,10.0
2015-08-25,20,25,15,16,90,100,65,0.0,1017.29,4,13,8.8
2015-08-26,20,24,15,14,81,100,57,0.0,1021.56,2,7,9.9
2015-08-27,20,28,11,14,80,100,45,0.0,1018.85,2,9,8.2
2015-08-28,21,30,12,16,77,100,43,0.0,1019.88,2,9,10.0
2015-08-29,22,31,14,17,78,100,43,0.0,1023.27,2,7,10.0
2015-08-03,22,27,16,17,78,100,54,0.0,1018.98,5,11,10.0
2015-08-30,22,31,14,18,78,100,46,0.0,1022.10,2,7,10.0
2015-08-31,22,30,14,16,73,100,37,0.0,1018.02,5,20,10.0
2015-08-04,22,30,15,18,74,100,45,0.0,1016.71,4,11,10.0
2015-08-05,25,30,20,19,72,94,43,0.0,1017.58,4,15,10.0
2015-08-06,24,32,17,18,72,100,43,0.0,1018.08,4,11,10.0
2015-08-07,24,32,17,19,71,100,40,0.0,1018.52,3,13,9.9
2015-08-08,26,33,18,18,71,94,36,0.0,1018.94,5,20,10.0
2015-08-09,24,32,17,16,64,94,29,0.0,1018.00,7,20,10.0
2015-09-01,22,31,14,14,67,100,30,0.0,1013.54,3,17,10.0
2015-09-10,12,19,5,7,73,93,45,0.0,1019.00,6,17,10.0
2015-09-11,14,20,8,9,77,100,52,0.0,1020.50,5,11,10.0
2015-09-12,14,23,6,10,77,100,44,0.0,1021.47,2,13,9.4
2015-09-13,16,24,8,12,77,100,53,0.0,1018.17,2,11,10.0
2015-09-14,17,20,14,16,93,100,82,0.0,1012.27,3,15,9.7
2015-09-15,20,26,14,15,83,100,50,0.0,1012.77,4,24,8.2
2015-09-16,19,25,13,16,91,100,65,0.0,1011.67,4,9,9.9
2015-09-17,22,28,16,18,84,100,58,0.0,1011.19,4,13,7.9
2015-09-18,22,27,17,18,81,100,51,0.0,1014.98,3,17,10.0
2015-09-19,18,20,16,15,82,100,64,0.0,1018.31,3,13,10.0
2015-09-02,20,25,14,16,81,94,57,0.0,1013.31,4,17,10.0
2015-09-20,17,22,11,13,79,100,43,0.0,1017.19,3,9,9.5
2015-09-21,12,19,6,7,74,100,45,0.0,1017.42,3,15,10.0
2015-09-22,12,20,4,8,76,100,46,0.0,1011.63,2,9,10.0
2015-09-23,14,19,10,11,88,100,68,0.0,1008.56,6,33,9.9
2015-09-24,11,13,9,10,94,100,87,0.0,1014.92,9,18,9.5
2015-09-25,12,14,11,12,96,100,88,0.0,1015.85,3,9,6.3
2015-09-26,14,17,12,12,88,100,68,0.0,1019.23,3,9,9.2
2015-09-27,13,17,9,9,80,100,48,0.0,1024.58,4,11,10.0
2015-09-28,10,17,4,5,76,100,39,0.0,1028.00,2,15,10.0
2015-09-29,10,17,3,4,68,100,39,0.0,1028.65,6,22,10.0
2015-09-03,20,24,16,16,83,100,61,0.0,1014.00,3,9,10.0
2015-09-30,10,13,7,5,75,93,54,0.0,1029.21,5,18,10.0
2015-09-04,18,20,15,15,89,100,73,0.0,1014.29,4,18,8.5
2015-09-05,14,17,11,13,91,100,72,0.0,1013.17,7,18,8.7
2015-09-06,14,20,9,9,80,100,46,0.0,1018.69,7,20,10.0
2015-09-07,12,19,6,7,71,100,37,0.0,1022.31,2,11,10.0
2015-09-08,12,19,4,7,74,100,46,0.0,1022.37,3,15,10.0
2015-09-09,14,19,8,8,74,100,43,0.0,1020.21,3,18,10.0
2016-10-01,16,23,10,10,73,100,41,0.0,1016.23,5,15,10.0
2016-10-10,5,8,2,4,90,100,76,0.0,1020.02,2,9,10.0
2016-10-11,6,10,2,3,89,100,62,0.0,1014.25,3,13,7.0
2016-10-12,7,14,0,2,86,100,48,0.0,1013.67,2,6,6.9
2016-10-13,4,9,-2,2,88,100,76,0.0,1018.08,2,7,10.0
2016-10-14,9,11,7,8,92,100,87,0.0,1018.06,2,7,8.3
2016-10-15,12,14,9,10,95,100,82,0.0,1016.52,5,17,7.2
2016-10-16,11,15,7,10,93,100,77,0.0,1022.25,3,7,5.8
2016-10-17,11,16,6,9,89,100,68,0.0,1025.13,3,13,8.2
2016-10-18,10,12,9,10,94,100,88,0.0,1021.87,3,9,6.2
2016-10-19,10,12,8,8,93,100,82,0.0,1019.29,4,13,7.0
2016-10-02,13,16,10,12,92,100,88,0.0,1014.96,3,11,8.8
2016-10-20,8,9,6,6,93,100,87,0.0,1015.19,5,13,8.9
2016-10-21,7,9,5,5,92,100,76,0.0,1014.48,3,9,8.9
2016-10-22,6,10,1,3,93,100,76,0.0,1016.96,3,7,5.0
2016-10-23,8,13,3,6,92,100,77,0.0,1018.48,2,7,6.2
2016-10-24,12,14,10,11,94,100,94,0.0,1021.52,5,13,9.6
2016-10-25,16,19,14,14,87,94,73,0.0,1022.12,5,13,9.0
2016-10-26,14,15,12,13,93,100,77,0.0,1023.79,5,17,8.3
2016-10-27,10,14,6,6,80,100,58,0.0,1029.15,8,20,10.0
2016-10-28,7,11,2,5,87,100,67,0.0,1032.94,3,7,9.9
2016-10-29,9,16,2,4,86,100,39,0.0,1028.73,2,7,8.4
2016-10-03,12,17,6,9,85,100,59,0.0,1020.58,4,13,9.3
2016-10-30,7,14,0,4,85,100,55,0.0,1026.42,3,7,10.0
2016-10-31,7,12,2,5,85,100,58,0.0,1027.81,2,11,10.0
2016-10-04,10,16,4,6,83,100,45,0.0,1021.58,3,18,6.9
2016-10-05,10,15,3,2,68,100,29,0.0,1021.78,4,13,10.0
2016-10-06,7,16,-2,1,74,100,39,0.0,1015.42,3,7,10.0
2016-10-07,6,11,2,4,84,100,67,0.0,1015.73,3,11,10.0
2016-10-08,10,12,7,5,80,93,54,0.0,1018.42,2,7,10.0
2016-10-09,8,12,3,6,83,100,58,0.0,1021.15,2,9,10.0
2016-11-01,6,13,-1,3,91,100,67,0.0,1023.35,2,7,6.4
2016-11-10,4,8,0,1,88,100,71,0.0,1010.44,2,6,9.3
2016-11-11,4,6,1,3,93,100,87,0.0,1011.25,4,9,9.2
2016-11-12,4,9,-2,1,85,100,46,0.0,1014.63,4,15,10.0
2016-11-13,0,5,-4,-2,87,100,70,0.0,1024.13,3,9,9.5
2016-11-14,1,4,-2,-3,73,93,52,0.0,1031.19,3,15,10.0
2016-11-15,-0,5,-6,-5,79,100,49,0.0,1031.52,2,7,10.0
2016-11-16,3,8,-2,-1,82,93,53,0.0,1023.52,1,4,10.0
2016-11-17,7,12,2,3,78,100,58,0.0,1019.13,4,15,10.0
2016-11-18,10,11,8,8,89,100,62,0.0,1016.02,5,13,9.1
2016-11-19,11,13,9,10,97,100,87,0.0,1012.62,4,26,7.8
2016-11-02,8,11,4,6,90,100,82,0.0,1014.98,6,11,8.5
2016-11-20,11,16,6,8,93,100,63,0.0,1016.37,3,13,7.4
2016-11-21,10,12,8,9,96,100,88,0.0,1017.83,2,7,5.7
2016-11-22,12,17,8,10,94,100,72,0.0,1019.71,2,6,6.3
2016-11-23,11,15,7,9,94,100,77,0.0,1022.06,3,9,6.1
2016-11-24,10,13,8,10,96,100,88,0.0,1019.98,3,9,9.2
2016-11-25,11,13,9,11,97,100,88,0.0,1017.08,2,9,6.3
2016-11-26,8,9,8,8,96,100,93,0.0,1016.40,3,6,4.0
2016-11-27,9,10,8,8,95,100,87,0.0,1012.15,2,15,3.9
2016-11-28,2,8,-3,-1,76,93,48,0.0,1018.81,11,22,9.9
2016-11-29,-1,4,-6,-8,68,93,31,0.0,1029.21,3,7,10.0
2016-11-03,4,8,-1,4,92,100,81,0.0,1019.65,5,15,9.2
2016-11-30,-3,2,-8,-7,82,93,52,0.0,1029.92,2,6,n/a
2016-11-04,2,7,-2,0,94,100,71,0.0,1020.98,2,7,4.6
2016-11-05,6,13,0,6,94,100,87,0.0,1010.06,3,7,8.0
2016-11-06,13,15,8,11,91,100,72,0.0,996.90,7,18,9.8
2016-11-07,5,9,1,3,93,100,76,0.0,1005.58,6,17,9.8
2016-11-08,3,4,2,2,92,100,81,0.0,1008.31,3,9,9.1
2016-11-09,4,7,0,0,87,100,57,0.0,1008.73,2,7,8.5
2016-12-01,-1,5,-7,-5,86,100,57,0.0,1020.42,2,7,10.0
2016-12-10,0,8,-7,-5,85,100,53,0.0,1026.12,2,7,n/a
2016-12-11,1,9,-7,-3,85,100,53,0.0,1018.77,3,11,7.0
2016-12-12,3,10,-4,-2,89,100,62,0.0,1019.67,2,9,8.9
2016-12-13,-1,4,-6,-3,93,100,70,0.0,1028.50,2,9,7.6
2016-12-14,2,8,-4,-3,88,100,62,0.0,1024.79,2,7,8.0
2016-12-15,-2,2,-5,-2,93,100,87,0.0,1028.17,1,6,9.0
2016-12-16,0,3,-3,-2,82,93,65,0.0,1034.10,3,11,9.0
2016-12-17,-2,4,-7,-5,86,100,61,0.0,1037.50,2,7,7.6
2016-12-18,-3,3,-9,-6,86,93,65,0.0,1032.87,2,6,7.3
2016-12-19,-3,0,-6,-4,89,100,80,0.0,1032.48,2,6,6.2
2016-12-02,0,7,-6,-3,88,100,66,0.0,1014.33,3,7,10.0
2016-12-20,-2,-1,-2,-3,92,93,86,0.0,1031.10,2,6,4.4
2016-12-21,-3,-2,-4,-5,90,100,86,0.0,1033.10,4,7,4.8
2016-12-22,-4,-4,-5,-5,93,100,93,0.0,1033.92,4,7,4.9
2016-12-23,-4,-1,-8,-6,94,100,80,0.0,1034.90,3,6,4.8
2016-12-24,-4,1,-8,-6,93,100,81,0.0,1029.63,2,6,4.2
2016-12-25,-3,-1,-5,-4,97,100,93,0.0,1026.35,2,7,0.9
2016-12-26,1,8,-6,-3,88,100,62,0.0,1025.90,3,7,5.7
2016-12-27,3,10,-4,-5,67,100,22,0.0,1030.46,7,33,10.0
2016-12-28,6,11,0,-5,49,93,28,0.0,1031.52,13,30,10.0
2016-12-29,-2,3,-7,-4,84,100,60,0.0,1037.50,3,7,10.0
2016-12-03,0,4,-4,-2,90,100,65,0.0,1023.60,2,6,10.0
2016-12-30,-4,2,-10,-8,82,93,52,0.0,1037.64,2,7,n/a
2016-12-31,-4,4,-11,-9,81,93,48,0.0,1032.71,2,6,n/a
2016-12-04,-1,5,-7,-4,85,100,57,0.0,1028.19,2,7,10.0
2016-12-05,0,5,-5,-3,83,93,53,0.0,1029.04,1,6,9.5
2016-12-06,-0,7,-8,-5,87,100,53,0.0,1028.40,2,7,5.4
2016-12-07,-0,5,-6,-4,86,100,57,0.0,1036.48,3,7,9.7
2016-12-08,-2,5,-8,-5,88,100,65,0.0,1035.04,2,6,7.6
2016-12-09,2,10,-6,-5,82,100,40,0.0,1029.75,3,7,7.5
2016-01-01,-3,1,-7,-7,80,93,60,0.0,1025.79,1,7,9.4
2016-01-10,4,8,1,3,96,100,87,0.0,1002.56,3,11,5.2
2016-01-11,8,12,5,7,90,100,77,0.0,997.08,3,11,9.5
2016-01-12,4,10,-1,3,89,100,62,0.0,1000.02,6,22,10.0
2016-01-13,0,5,-4,-2,97,100,87,0.0,1010.56,3,7,6.7
2016-01-14,-2,1,-6,-2,95,100,87,0.0,1014.21,2,7,6.8
2016-01-15,2,4,-1,-0,97,100,81,0.0,1008.37,2,7,4.4
2016-01-16,0,4,-4,-3,88,100,51,0.0,1013.27,1,9,5.4
2016-01-17,-2,4,-8,-10,61,93,24,0.0,1014.35,6,24,10.0
2016-01-18,-4,1,-10,-10,70,93,28,0.0,1018.85,6,20,10.0
2016-01-19,-7,-2,-12,-10,82,93,59,0.0,1016.40,1,4,10.0
2016-01-02,-5,-1,-9,-6,89,93,80,0.0,1019.85,1,7,4.7
2016-01-20,-4,2,-11,-10,76,93,38,0.0,1015.94,2,7,n/a
2016-01-21,-4,4,-11,-9,74,93,42,0.0,1022.90,2,9,10.0
2016-01-22,-4,0,-9,-7,79,93,60,0.0,1032.10,1,6,10.0
2016-01-23,-6,-1,-11,-9,85,93,69,0.0,1031.63,2,6,9.4
2016-01-24,-4,3,-11,-7,83,93,60,0.0,1033.60,2,6,7.1
2016-01-25,2,7,-3,-4,79,93,46,0.0,1029.42,2,9,9.9
2016-01-26,4,12,-5,-3,77,93,38,0.0,1027.94,3,7,10.0
2016-01-27,4,13,-5,-1,78,100,47,0.0,1026.83,3,9,6.8
2016-01-28,6,13,-2,1,84,100,58,0.0,1026.52,7,17,7.6
2016-01-29,5,12,-2,0,85,100,58,0.0,1028.85,4,11,7.8
2016-01-03,-4,-2,-6,-6,88,93,74,0.0,1013.27,7,15,5.1
2016-01-30,3,9,-3,1,87,100,71,0.0,1024.52,6,17,7.1
2016-01-31,7,9,5,5,94,100,76,0.0,1014.52,6,20,9.3
2016-01-04,-8,-5,-11,-9,88,100,80,0.0,1000.90,2,9,5.2
2016-01-05,-5,-2,-8,-5,92,100,86,0.0,1000.88,2,7,3.9
2016-01-06,0,1,-1,-1,95,100,87,0.0,1000.90,4,11,1.9
2016-01-07,-2,0,-4,-2,97,100,86,0.0,1002.79,2,7,1.3
2016-01-08,-4,1,-9,-4,95,100,86,0.0,1008.35,3,7,5.1
2016-01-09,2,3,0,1,97,100,87,0.0,1006.23,1,7,1.2
2016-02-01,8,14,3,4,87,100,59,0.0,1020.38,6,15,9.7
2016-02-10,4,8,-2,2,86,100,61,0.0,994.98,8,26,9.7
2016-02-11,2,8,-5,-2,87,100,50,0.0,1006.81,3,9,8.9
2016-02-12,-0,2,-3,-1,95,100,86,0.0,1004.71,3,7,4.2
2016-02-13,2,4,0,1,96,100,87,0.0,995.31,3,11,3.9
2016-02-14,2,4,1,2,94,100,87,0.0,994.35,7,17,8.1
2016-02-15,2,5,0,2,97,100,93,0.0,1005.98,4,11,4.2
2016-02-16,2,4,0,1,96,100,93,0.0,1025.79,3,9,7.4
2016-02-17,1,2,0,0,97,100,93,0.0,1021.98,4,9,3.7
2016-02-18,2,4,0,2,97,100,93,0.0,1014.79,4,11,4.2
2016-02-19,4,6,3,3,93,100,81,0.0,1016.10,3,17,5.5
2016-02-02,6,12,0,4,83,100,71,0.0,1023.00,6,13,10.0
2016-02-20,4,8,-1,1,89,100,61,0.0,1022.69,3,11,7.2
2016-02-21,5,12,-2,-0,78,100,44,0.0,1019.67,3,11,10.0
2016-02-22,6,10,1,3,82,93,71,0.0,1017.17,7,17,10.0
2016-02-23,8,11,6,7,90,100,82,0.0,1010.06,6,15,9.6
2016-02-24,4,8,1,1,77,93,53,0.0,1014.98,8,28,10.0
2016-02-25,2,5,0,1,88,100,75,0.0,1010.65,1,7,9.8
2016-02-26,1,4,-2,-0,87,100,70,0.0,1012.52,6,18,8.7
2016-02-27,0,3,-3,-1,92,100,75,0.0,1012.08,2,7,6.8
2016-02-28,3,5,1,2,95,100,87,0.0,1012.69,4,11,5.3
2016-02-29,6,9,4,5,92,100,81,0.0,1008.04,5,11,9.5
2016-02-03,6,10,3,6,88,100,71,0.0,1015.33,5,20,9.1
2016-02-04,4,9,-1,-1,82,100,34,0.0,1020.73,6,13,8.9
2016-02-05,2,9,-4,-2,80,100,46,0.0,1025.15,2,9,10.0
2016-02-06,3,11,-5,-2,75,93,44,0.0,1026.33,4,17,10.0
2016-02-07,6,8,4,3,78,87,66,0.0,1017.52,6,11,10.0
2016-02-08,8,10,7,7,94,100,87,0.0,1013.83,3,11,8.3
2016-02-09,8,10,6,6,88,100,76,0.0,1009.21,6,13,10.0
2016-03-01,4,10,-1,3,88,100,58,0.0,1011.40,5,11,8.8
2016-03-10,8,13,2,1,74,93,33,0.0,1010.46,5,15,10.0
2016-03-11,8,11,4,3,78,93,50,0.0,1016.48,2,7,10.0
2016-03-12,6,11,2,3,80,100,54,0.0,1020.42,4,18,9.8
2016-03-13,6,10,3,0,66,87,50,0.0,1021.90,7,22,10.0
2016-03-14,5,11,-1,-3,55,81,30,0.0,1023.38,8,22,10.0
2016-03-15,2,6,-3,-2,80,100,49,0.0,1018.60,3,9,9.7
2016-03-16,1,4,-2,-1,86,100,70,0.0,1025.29,3,11,8.6
2016-03-17,6,12,-1,-0,72,93,38,0.0,1026.02,2,11,10.0
2016-03-18,6,16,-4,-1,71,100,31,0.0,1016.85,2,9,10.0
2016-03-19,7,17,-3,-1,64,93,27,0.0,1015.40,3,7,10.0
2016-03-02,4,11,-3,1,88,100,54,0.0,1008.77,2,7,7.8
2016-03-20,7,16,-2,1,71,93,39,0.0,1015.37,5,20,10.0
2016-03-21,6,11,0,3,82,93,62,0.0,1013.85,5,17,8.4
2016-03-22,9,13,5,3,74,100,47,0.0,1009.25,5,22,6.7
2016-03-23,5,8,2,-2,60,81,43,0.0,1002.79,13,26,10.0
2016-03-24,5,12,-2,-5,55,86,24,0.0,1008.33,4,18,10.0
2016-03-25,4,12,-3,-2,64,86,41,0.0,1015.37,4,18,10.0
2016-03-26,7,13,1,2,74,93,44,0.0,1017.23,2,7,10.0
2016-03-27,6,14,-2,1,75,100,47,0.0,1015.54,3,15,10.0
2016-03-28,7,11,3,4,83,93,71,0.0,1012.65,3,11,10.0
2016-03-29,11,16,6,6,75,93,52,0.0,1013.35,6,15,10.0
2016-03-03,2,4,1,1,87,93,61,0.0,997.63,6,20,9.1
2016-03-30,9,14,4,6,79,100,63,0.0,1017.94,5,11,10.0
2016-03-31,14,18,9,8,75,100,49,0.0,1016.94,7,18,9.7
2016-03-04,6,12,0,-1,64,93,37,0.0,1002.79,12,30,10.0
2016-03-05,3,8,-2,1,86,100,66,0.0,1002.51,5,18,9.5
2016-03-06,7,10,4,4,86,100,62,0.0,999.88,6,17,9.8
2016-03-07,2,4,0,1,94,100,87,0.0,1002.33,2,6,7.2
2016-03-08,4,7,0,2,90,100,70,0.0,1009.38,3,13,8.1
2016-03-09,3,5,1,1,87,100,70,0.0,1011.92,5,11,9.7
2016-04-01,13,18,8,9,73,93,52,0.0,1015.75,8,22,10.0
2016-04-10,12,16,9,8,83,100,59,0.0,1008.69,3,11,9.0
2016-04-11,14,20,8,8,72,94,40,0.0,1012.17,3,17,10.0
2016-04-12,12,20,3,5,65,100,30,0.0,1012.33,6,22,10.0
2016-04-13,14,20,7,7,65,87,46,0.0,1008.96,6,17,10.0
2016-04-14,10,14,5,8,87,100,67,0.0,1008.62,5,28,9.7
2016-04-15,12,19,4,6,70,100,40,0.0,1013.27,5,20,10.0
2016-04-16,13,20,6,6,61,93,35,0.0,1012.29,9,26,10.0
2016-04-17,14,20,8,8,67,88,46,0.0,1012.06,9,24,10.0
2016-04-18,13,19,7,8,73,94,52,0.0,1014.21,4,18,10.0
2016-04-19,10,15,4,7,79,93,63,0.0,1019.33,4,15,10.0
2016-04-02,10,16,4,4,64,93,44,0.0,1022.37,6,15,10.0
2016-04-20,8,16,0,3,70,100,42,0.0,1025.23,3,13,10.0
2016-04-21,11,21,1,4,67,93,35,0.0,1024.31,3,11,10.0
2016-04-22,12,21,3,5,65,100,40,0.0,1014.92,4,17,10.0
2016-04-23,9,15,3,6,77,93,59,0.0,1006.67,3,15,10.0
2016-04-24,8,11,3,5,83,100,58,0.0,1003.69,4,17,9.2
2016-04-25,6,11,0,-2,65,100,24,0.0,1007.29,4,13,10.0
2016-04-26,5,11,-1,2,77,93,47,0.0,1008.33,3,13,10.0
2016-04-27,6,12,0,4,94,100,72,0.0,1007.92,6,22,6.9
2016-04-28,2,5,0,1,91,100,76,0.0,1017.31,2,13,8.6
2016-04-29,7,14,0,1,77,100,38,0.0,1019.65,2,7,7.1
2016-04-03,12,22,1,4,68,100,31,0.0,1018.73,3,17,n/a
2016-04-30,8,18,-2,2,70,100,34,0.0,1018.06,3,15,10.0
2016-04-04,12,20,4,6,69,93,43,0.0,1013.81,5,22,10.0
2016-04-05,14,22,5,6,65,100,35,0.0,1011.46,5,17,10.0
2016-04-06,14,24,4,6,66,93,34,0.0,1010.73,3,11,10.0
2016-04-07,14,22,5,7,66,93,35,0.0,1009.37,3,7,10.0
2016-04-08,10,12,8,9,90,100,77,0.0,1004.85,4,9,8.7
2016-04-09,10,10,9,9,95,100,87,0.0,1003.81,4,7,8.7
2016-05-01,8,10,7,7,91,100,82,0.0,1013.73,5,15,8.5
2016-05-10,12,16,8,9,81,93,59,0.0,1015.62,2,9,10.0
2016-05-11,12,15,9,10,87,100,72,0.0,1010.25,5,11,8.9
2016-05-12,12,16,9,12,94,100,77,0.0,1000.77,3,11,7.3
2016-05-13,13,16,10,11,89,100,72,0.0,998.13,3,15,9.8
2016-05-14,14,18,11,11,93,100,73,0.0,1003.71,2,15,9.3
2016-05-15,10,12,8,8,91,100,77,0.0,1013.15,4,18,8.9
2016-05-16,10,16,5,5,77,100,39,0.0,1018.23,2,15,10.0
2016-05-17,10,16,3,5,74,100,39,0.0,1017.50,5,11,8.9
2016-05-18,10,17,4,7,74,100,48,0.0,1015.52,4,17,10.0
2016-05-19,12,18,6,8,82,94,56,0.0,1011.60,5,18,10.0
2016-05-02,12,16,8,8,84,100,59,0.0,1013.65,4,17,10.0
2016-05-20,14,20,9,9,76,100,43,0.0,1016.50,4,20,9.9
2016-05-21,14,24,5,8,68,100,38,0.0,1019.73,3,11,10.0
2016-05-22,18,27,8,10,65,94,36,0.0,1016.98,4,18,10.0
2016-05-23,16,23,8,10,74,100,46,0.0,1010.96,5,15,9.9
2016-05-24,14,18,9,10,83,100,63,0.0,1008.00,6,15,9.9
2016-05-25,16,25,7,10,69,100,38,0.0,1011.56,4,17,10.0
2016-05-26,18,26,10,11,68,100,34,0.0,1015.46,3,18,10.0
2016-05-27,19,28,10,12,64,94,32,0.0,1016.42,6,18,10.0
2016-05-28,20,28,11,12,61,94,37,0.0,1014.17,4,20,10.0
2016-05-29,19,26,12,13,70,94,42,0.0,1009.90,5,20,10.0
2016-05-03,13,20,6,4,56,100,28,0.0,1012.94,7,20,10.0
2016-05-30,16,19,13,13,86,100,64,0.0,1010.02,5,15,10.0
2016-05-31,16,19,12,12,82,100,59,0.0,1012.98,5,18,10.0
2016-05-04,14,18,10,1,38,58,30,0.0,1017.00,17,26,10.0
2016-05-05,14,20,9,6,64,94,40,0.0,1021.79,5,17,10.0
2016-05-06,13,22,4,7,70,100,35,0.0,1019.10,5,15,10.0
2016-05-07,14,22,5,7,70,100,35,0.0,1015.15,4,20,10.0
2016-05-08,13,21,5,9,81,100,40,0.0,1016.02,4,22,10.0
2016-05-09,14,21,6,8,78,100,43,0.0,1018.19,3,17,6.8
2016-06-01,16,20,11,11,84,94,59,0.0,1013.50,4,15,10.0
2016-06-10,18,22,14,13,84,100,57,0.0,1012.96,3,11,9.1
2016-06-11,17,23,11,14,87,100,53,0.0,1011.45,3,20,9.9
2016-06-12,18,21,14,14,87,100,64,0.0,1009.96,6,15,9.9
2016-06-13,18,23,14,14,80,100,50,0.0,1004.71,3,9,10.0
2016-06-14,16,22,11,13,80,100,53,0.0,1002.53,4,17,10.0
2016-06-15,18,22,14,14,82,100,53,0.0,1003.53,4,13,10.0
2016-06-16,20,25,14,15,77,100,54,0.0,1007.10,3,17,10.0
2016-06-17,20,23,15,13,68,94,41,0.0,1009.96,7,22,10.0
2016-06-18,18,25,11,11,65,94,36,0.0,1017.08,5,17,10.0
2016-06-19,15,20,10,11,78,94,59,0.0,1017.48,3,18,10.0
